bnf_code,drug_name,chemical_substance,year,items
0403010,Tryptizol_Syr 10mg/5ml S/F,amitriptyline,2001,132.0
0403010,Tryptizol_Syr 10mg/5ml S/F,amitriptyline,1999,1700.0
0403010,Tryptizol_Syr 10mg/5ml S/F,amitriptyline,2000,429.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2018,1.0
0403010,Clomipramine HCl_Oral Soln 50mg/5ml,Other,2018,18.0
0403010,Clomipramine HCl_Cap 10mg,Other,2018,72380.0
0403010,Clomipramine HCl_Tab 75mg M/R,Other,2018,94.0
0403010,Clomipramine HCl_Cap 50mg,Other,2018,114680.0
0403010,Clomipramine HCl_Cap 25mg,Other,2018,93055.0
0403010,Clomipramine HCl_Oral Susp 50mg/5ml,Other,2018,198.0
0403010,Anafranil_Cap 25mg,Other,2018,1.0
0403010,Anafranil Sr_Tab 75mg,Other,2018,2225.0
0403010,Clomipramine HCl_Cap 50mg,Other,2011,121440.0
0403010,Clomipramine HCl_Cap 25mg,Other,1999,136100.0
0403010,Clomipramine HCl_Cap 50mg,Other,2005,108613.0
0403010,Clomipramine HCl_Cap 50mg,Other,2013,127526.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2012,33.0
0403010,Clomipramine HCl_Cap 25mg,Other,2015,96415.0
0403010,Clomipramine HCl_Liq Spec 5mg/5ml,Other,2012,1.0
0403010,Clomipramine HCl_Cap 25mg,Other,2000,147119.0
0403010,Clomipramine HCl_Cap 50mg,Other,2015,111239.0
0403010,Clomipramine HCl_Liq Spec 50mg/5ml,Other,2011,160.0
0403010,Clomipramine HCl_Cap 10mg,Other,2006,77819.0
0403010,Clomipramine HCl_Tab 75mg M/R,Other,1999,10200.0
0403010,Clomipramine HCl_Cap 10mg,Other,2012,70044.0
0403010,Clomipramine HCl_Cap 25mg,Other,2014,103169.0
0403010,Clomipramine HCl_Liq Spec 50mg/5ml,Other,2010,223.0
0403010,Clomipramine HCl_Cap 25mg,Other,2012,107315.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2016,1.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2017,4.0
0403010,Clomipramine HCl_Cap 10mg,Other,2016,65708.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2013,13.0
0403010,Clomipramine HCl_Oral Susp 50mg/5ml,Other,2016,118.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2003,165.0
0403010,Clomipramine HCl_Oral Soln 50mg/5ml,Other,2017,18.0
0403010,Clomipramine HCl_Cap 10mg,Other,2007,78621.0
0403010,Clomipramine HCl_Tab 75mg M/R,Other,2000,12487.0
0403010,Clomipramine HCl_Cap 25mg,Other,2003,128387.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2005,88.0
0403010,Clomipramine HCl_Cap 25mg,Other,2008,116382.0
0403010,Clomipramine HCl_Cap 10mg,Other,2000,89612.0
0403010,Clomipramine HCl_Cap 10mg,Other,2001,87354.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2004,129.0
0403010,Clomipramine HCl_Cap 10mg,Other,2004,82121.0
0403010,Clomipramine HCl_Cap 10mg,Other,2013,69976.0
0403010,Clomipramine HCl_Cap 50mg,Other,2016,128259.0
0403010,Clomipramine HCl_Cap 25mg,Other,2009,113832.0
0403010,Clomipramine HCl_Cap 25mg,Other,2016,101773.0
0403010,Clomipramine HCl_Cap 10mg,Other,2009,75942.0
0403010,Clomipramine HCl_Cap 10mg,Other,2015,67358.0
0403010,Clomipramine HCl_Oral Susp 50mg/5ml,Other,2015,16.0
0403010,Clomipramine HCl_Cap 25mg,Other,2013,105087.0
0403010,Clomipramine HCl_Cap 50mg,Other,2002,105800.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2010,36.0
0403010,Clomipramine HCl_Cap 25mg,Other,2007,119542.0
0403010,Clomipramine HCl_Cap 25mg,Other,2011,109211.0
0403010,Clomipramine HCl_Cap 25mg,Other,2004,124445.0
0403010,Clomipramine HCl_Cap 50mg,Other,1999,98700.0
0403010,Clomipramine HCl_Cap 25mg,Other,1998,146800.0
0403010,Clomipramine HCl_Oral Soln 50mg/5ml,Other,2016,13.0
0403010,Clomipramine HCl_Liq Spec 25mg/5ml,Other,2006,65.0
0403010,Clomipramine HCl_Cap 10mg,Other,2014,70031.0
0403010,Clomipramine HCl_Cap 25mg,Other,2002,134990.0
0403010,Clomipramine HCl_Cap 50mg,Other,2003,105936.0
0403010,Clomipramine HCl_Oral Susp 50mg/5ml,Other,2017,123.0
0403010,Clomipramine HCl_Cap 50mg,Other,2001,105665.0
0403010,Clomipramine HCl_Cap 25mg,Other,2001,141264.0
